id,func,property_text,property_kind,info_source,reasoning,category,annotation_note,gt_snippet
P117,aws_byte_cursor_from_c_str,cur.len == 0,assertion,CODE,CONDITIONAL,LEN_INVARIANT,Edge case: empty c_str,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_byte_cursor_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_BUFFER_SIZE);

    /* operation under verification */
    struct aws_byte_cursor cur = aws_byte_cursor_from_c_str(c_str);

    /* assertions */
    assert(aws_byte_cursor_is_valid(&cur));
    if (cur.ptr) { /* if ptr is NULL len shoud be 0, otherwise equal to c_str */
    "
P118,aws_byte_cursor_from_string,aws_string_is_valid(str),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for aws_string,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_byte_cursor_from_string_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(aws_string_is_valid(str));
    struct aws_byte_cursor cursor = aws_byte_cursor_from_string(str);
    assert(aws_string_is_valid(str));
    assert(aws_byte_cursor_is_valid(&cursor));
    assert(cursor.len == str-"
P119,aws_byte_cursor_from_string,cursor.len == str.len,assertion,NL,DIRECT,LEN_CHANGE,Documented: cursor.len = string.len,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_byte_cursor_from_string_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(aws_string_is_valid(str));
    struct aws_byte_cursor cursor = aws_byte_cursor_from_string(str);
    assert(aws_string_is_valid(str));
    assert(aws_byte_cursor_is_valid(&cursor));
    assert(cursor.len == str-"
P120,aws_byte_cursor_from_string,cursor.ptr == str.bytes,assertion,CODE,DIRECT,STRUCT_PTR,Cursor ptr set to string's bytes field; requires knowing aws_string layout,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_byte_cursor_from_string_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(aws_string_is_valid(str));
    struct aws_byte_cursor cursor = aws_byte_cursor_from_string(str);
    assert(aws_string_is_valid(str));
    assert(aws_byte_cursor_is_valid(&cursor));
    assert(cursor.len == str-"
P121,aws_linked_list_back,aws_linked_list_node_prev_is_valid(back),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_back_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_last = list.tail.prev;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws"
P122,aws_linked_list_back,aws_linked_list_node_next_is_valid(back),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_back_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_last = list.tail.prev;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws"
P123,aws_linked_list_back,back == old_last,assertion,CODE,STRUCTURAL,STRUCT_PTR,Return value is previous last node,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_back_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_last = list.tail.prev;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!aws"
P124,aws_linked_list_begin,rval == list.head.next,assertion,CODE,DIRECT,STRUCT_PTR,begin() returns sentinel head's next; straightforward but requires knowing sentinel pattern,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_begin_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification "
P125,aws_linked_list_end,rval == &list.tail,assertion,CODE,DIRECT,STRUCT_PTR,end() returns address of sentinel tail,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_end_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification */"
P126,aws_linked_list_front,aws_linked_list_node_prev_is_valid(front),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_front_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_first = list.head.next;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!a"
P127,aws_linked_list_front,aws_linked_list_node_next_is_valid(front),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_front_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_first = list.head.next;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!a"
P128,aws_linked_list_front,front == old_first,assertion,CODE,STRUCTURAL,STRUCT_PTR,Return value is previous first node,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_front_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old last node of the linked list */
    struct aws_linked_list_node *old_first = list.head.next;

    /* Assume the preconditions. The function requires that list != NULL */
    __CPROVER_assume(!a"
P129,aws_linked_list_insert_after,aws_linked_list_node_next_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aw"
P130,aws_linked_list_insert_after,aws_linked_list_node_prev_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aw"
P131,aws_linked_list_insert_after,aws_linked_list_node_next_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aw"
P132,aws_linked_list_insert_after,aws_linked_list_node_prev_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aw"
P133,aws_linked_list_insert_after,after.next == &to_add,assertion,CODE,STRUCTURAL,STRUCT_PTR,"After insertion, after.next must point to new node","/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_after_harness() {
    /* data structure */
    struct aws_linked_list_node after;
    struct aws_linked_list_node after_next;
    struct aws_linked_list_node to_add;

    after.next = &after_next;
    after_next.prev = &after;

    /* perform operation under verification */
    aws_linked_list_insert_after(&after, &to_add);

    /* assertions */
    assert(aw"
P134,aws_linked_list_insert_before,aws_linked_list_node_prev_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    "
P135,aws_linked_list_insert_before,aws_linked_list_node_prev_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    "
P136,aws_linked_list_insert_before,aws_linked_list_node_next_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    "
P137,aws_linked_list_insert_before,aws_linked_list_node_next_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    "
P138,aws_linked_list_insert_before,before_prev.next == &to_add,assertion,CODE,STRUCTURAL,STRUCT_PTR,Before insertion: before_prev.next updated to new node,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_insert_before_harness() {
    /* data structure */
    struct aws_linked_list_node before;
    struct aws_linked_list_node before_prev;
    struct aws_linked_list_node to_add;

    before.prev = &before_prev;
    before_prev.next = &before;

    /* perform operation under verification */
    aws_linked_list_insert_before(&before, &to_add);

    /* assertions */
    "
P139,aws_linked_list_next,aws_linked_list_node_next_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_next_harness() {
    /* data structure */
    struct aws_linked_list_node node;  // Preconditions require node to not be NULL
    struct aws_linked_list_node after; // Preconditions require after to not be NULL

    /* Assume the preconditions */
    node.next = &after;
    after.prev = &node;

    /* perform operation under verification */
    struct aws_linked_lis"
P140,aws_linked_list_next,aws_linked_list_node_prev_is_valid(rval),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_next_harness() {
    /* data structure */
    struct aws_linked_list_node node;  // Preconditions require node to not be NULL
    struct aws_linked_list_node after; // Preconditions require after to not be NULL

    /* Assume the preconditions */
    node.next = &after;
    after.prev = &node;

    /* perform operation under verification */
    struct aws_linked_lis"
P141,aws_linked_list_next,rval == &after,assertion,CODE,DIRECT,STRUCT_PTR,next() returns the node after; requires knowing struct layout,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_next_harness() {
    /* data structure */
    struct aws_linked_list_node node;  // Preconditions require node to not be NULL
    struct aws_linked_list_node after; // Preconditions require after to not be NULL

    /* Assume the preconditions */
    node.next = &after;
    after.prev = &node;

    /* perform operation under verification */
    struct aws_linked_lis"
P142,aws_linked_list_prev,aws_linked_list_node_prev_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_prev_harness() {
    /* data structure */
    struct aws_linked_list_node node;   // Preconditions require node to not be NULL
    struct aws_linked_list_node before; // Preconditions require before to not be NULL

    /* Assume the preconditions */
    node.prev = &before;
    before.next = &node;

    /* perform operation under verification */
    struct aws_linke"
P143,aws_linked_list_prev,aws_linked_list_node_next_is_valid(rval),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_prev_harness() {
    /* data structure */
    struct aws_linked_list_node node;   // Preconditions require node to not be NULL
    struct aws_linked_list_node before; // Preconditions require before to not be NULL

    /* Assume the preconditions */
    node.prev = &before;
    before.next = &node;

    /* perform operation under verification */
    struct aws_linke"
P144,aws_linked_list_prev,rval == &before,assertion,CODE,DIRECT,STRUCT_PTR,prev() returns the node before,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_prev_harness() {
    /* data structure */
    struct aws_linked_list_node node;   // Preconditions require node to not be NULL
    struct aws_linked_list_node before; // Preconditions require before to not be NULL

    /* Assume the preconditions */
    node.prev = &before;
    before.next = &node;

    /* perform operation under verification */
    struct aws_linke"
P145,aws_linked_list_rbegin,rval == list.tail.prev,assertion,CODE,DIRECT,STRUCT_PTR,rbegin() returns tail.prev,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_rbegin_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification"
P146,aws_linked_list_rend,rval == &list.head,assertion,CODE,DIRECT,STRUCT_PTR,rend() returns address of sentinel head,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_rend_harness() {
    /* data structure */
    struct aws_linked_list list;

    ensure_linked_list_is_allocated(&list, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Assume the preconditions */
    __CPROVER_assume(aws_linked_list_is_valid(&list));

    /* Note: list can never be a NULL pointer as is_valid checks for that */

    /* perform operation under verification *"
P147,aws_linked_list_remove,aws_linked_list_node_next_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks next pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_remove_harness() {
    /* data structure */
    struct aws_linked_list_node prev;
    struct aws_linked_list_node next;
    struct aws_linked_list_node node;

    /* Assume the preconditions */
    prev.next = &node;
    node.prev = &prev;
    next.prev = &node;
    node.next = &next;

    /* Note: The function has a precondition that node != NULL */

    /* perform"
P148,aws_linked_list_remove,aws_linked_list_node_prev_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Node-level validity: checks prev pointer not null and not circular,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_remove_harness() {
    /* data structure */
    struct aws_linked_list_node prev;
    struct aws_linked_list_node next;
    struct aws_linked_list_node node;

    /* Assume the preconditions */
    prev.next = &node;
    node.prev = &prev;
    next.prev = &node;
    node.next = &next;

    /* Note: The function has a precondition that node != NULL */

    /* perform"
P149,aws_linked_list_remove,prev.next == &next,assertion,CODE,STRUCTURAL,STRUCT_PTR,"After remove, the previous node's next skips the removed node","/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_remove_harness() {
    /* data structure */
    struct aws_linked_list_node prev;
    struct aws_linked_list_node next;
    struct aws_linked_list_node node;

    /* Assume the preconditions */
    prev.next = &node;
    node.prev = &prev;
    next.prev = &node;
    node.next = &next;

    /* Note: The function has a precondition that node != NULL */

    /* perform"
P150,aws_linked_list_swap_contents,old_b.tail.prev == old_b_head,assertion,CODE,STRUCTURAL,STRUCT_PTR,Swap: sentinel linkage must be re-established for b,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_swap_contents_harness() {
    /* data structure */
    struct aws_linked_list a, b;

    ensure_linked_list_is_allocated(&a, MAX_LINKED_LIST_ITEM_ALLOCATION);
    ensure_linked_list_is_allocated(&b, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old first node of the linked lists. Note that we need
     * to save the old head address separately from the list its"
P151,aws_linked_list_swap_contents,a.head.next == old_b.head.next,assertion,CODE,STRUCTURAL,STRUCT_PTR,Swap: a's head.next gets b's original head.next,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_swap_contents_harness() {
    /* data structure */
    struct aws_linked_list a, b;

    ensure_linked_list_is_allocated(&a, MAX_LINKED_LIST_ITEM_ALLOCATION);
    ensure_linked_list_is_allocated(&b, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old first node of the linked lists. Note that we need
     * to save the old head address separately from the list its"
P152,aws_linked_list_swap_contents,a.tail.prev == old_b.tail.prev,assertion,CODE,STRUCTURAL,STRUCT_PTR,Swap: a's tail.prev gets b's original tail.prev,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_swap_contents_harness() {
    /* data structure */
    struct aws_linked_list a, b;

    ensure_linked_list_is_allocated(&a, MAX_LINKED_LIST_ITEM_ALLOCATION);
    ensure_linked_list_is_allocated(&b, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old first node of the linked lists. Note that we need
     * to save the old head address separately from the list its"
P153,aws_linked_list_swap_contents,old_a.tail.prev == old_a_head,assertion,CODE,STRUCTURAL,STRUCT_PTR,Swap: sentinel linkage for a side,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_swap_contents_harness() {
    /* data structure */
    struct aws_linked_list a, b;

    ensure_linked_list_is_allocated(&a, MAX_LINKED_LIST_ITEM_ALLOCATION);
    ensure_linked_list_is_allocated(&b, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old first node of the linked lists. Note that we need
     * to save the old head address separately from the list its"
P154,aws_linked_list_swap_contents,b.head.next == old_a.head.next,assertion,CODE,STRUCTURAL,STRUCT_PTR,Swap: b's head.next gets a's original head.next,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/linked_list.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_linked_list_swap_contents_harness() {
    /* data structure */
    struct aws_linked_list a, b;

    ensure_linked_list_is_allocated(&a, MAX_LINKED_LIST_ITEM_ALLOCATION);
    ensure_linked_list_is_allocated(&b, MAX_LINKED_LIST_ITEM_ALLOCATION);

    /* Keep the old first node of the linked lists. Note that we need
     * to save the old head address separately from the list its"
P155,aws_nospec_mask,(index >= bound) || (bound > (size_max / 2)) || (index > (size_max / 2)),assertion,CODE,CONDITIONAL,OVERFLOW_ARITH,Speculative execution mask: nospec returns 0 when this condition holds; algorithm-specific,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/private/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_nospec_mask_harness() {
    /* parameters */
    size_t index;
    size_t bound;

    /* operation under verification */
    size_t rval = aws_nospec_mask(index, bound);

    /* assertions */
    if (rval == 0) {
        assert((index >= bound) || (bound > (SIZE_MAX / 2)) || (index > (SIZE_MAX / 2)));
    } else {
        assert(rval == UIN"
P156,aws_nospec_mask,rval == uintptr_max,assertion,CODE,CONDITIONAL,OVERFLOW_ARITH,Mask returns UINTPTR_MAX (all bits set) on non-overflow path,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/private/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_nospec_mask_harness() {
    /* parameters */
    size_t index;
    size_t bound;

    /* operation under verification */
    size_t rval = aws_nospec_mask(index, bound);

    /* assertions */
    if (rval == 0) {
        assert((index >= bound) || (bound > (SIZE_MAX / 2)) || (index > (SIZE_MAX / 2)));
    } else {
        assert(rval == UIN"
